id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5106152302452709	,P2A34ai3P,,,,,,2024-11-29T20:57:19,小米9,0,3,0,,,2024-11-29 20:57:19,False,6141086679,极目视频,5106067822348555	,P2xQO9QXV,"#女子取款5000元银行要求丈夫到场#【沈阳一储户农行卡欲取款5000元，要丈夫到场并证明夫妻关系？银行：业务已办理，原因正调查】#银行回应女子取款5000元被要求丈夫到场#11月28日，辽宁沈阳一网友发视频称，转账支付房租失败后，她去该网点取丈夫刚转进去的5000元，但被银行要求证明打款人是谁，后又要求需她丈夫到现场处理，还要提供户口本、身份证、结婚证等材料，才能证明两人的夫妻关系。最后，还要证明这5000元的用途。29日，极目新闻记者从涉事银行了解到，确有此事，但该储户后来成功办理了业务，具体原因正在调查处理。农业银行客服告诉极目新闻记者，该网友这种情况不排除资金有涉及电信诈骗或者异常交易的情况，因此需要她携带相应的材料去核实，但具体原因还要看当时的提示内容。#女子取款5000元银行要求证明夫妻关系# 
极目视频的微博视频",,,"https://f.video.weibocdn.com/o0/yaGkgXWMlx08jY1628Xm010412005s430E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1732889243&ssig=AhGmMBuo0Z&KID=unistore,video",,2024-11-29T15:21:37,微博视频号,45,4,3,"女子取款5000元银行要求丈夫到场,银行回应女子取款5000元被要求丈夫到场,女子取款5000元银行要求证明夫妻关系",,2024-11-29 15:21:37
5103270823987907	,P1n5wgJr5,正说着，滴水开始了，数了一下，大概十七下，比上一次少六下，力度也小一些。可能他们在尽量控制洗澡时间。每滴水我血压飙升一下，我估计他们洗澡怕我拍门也哆嗦一下。今天先不拍了。 ,,,,,2024-11-21T22:07:21,小米9,73,22,1,,,2024-11-21 22:07:21,True
5103263357600778	,P1mTtvTjc,"我住了十几年了，就这2个月楼上住了租户开始滴答，你们那么笃定就是下水管问题，是站在租户立场拒绝做防水吗
怪不得他一见我就吵，我也不管，他不做防水我就拍门。你代入一下他，觉得很爽也行。你一光溜溜洗澡我就拍门
 ",,,,,2024-11-21T21:37:41,小米9,113,27,1,,,2024-11-21 21:37:41,True
5103257850220031	,P1mKB0VeT,你们口口声声是我吊顶里的水管接口漏，但这是他们家的下水管，他要拆我家的，他不付钱，然后呢？我拆开吊顶，他不付钱我就把下水管封了？ ,,,,,2024-11-21T21:15:48,小米9,70,24,0,,,2024-11-21 21:15:48,True
5103229220159829	,P1m0q0FzT,"这2天賺钱容易，快感下降了，甚至觉得没啥意思。不像套了很久忽然解套賺钱的快感强烈。人就是贱
 ",,,,,2024-11-21T19:22:02,小米9,184,20,2,,,2024-11-21 19:22:02,True
5103219279660712	,P1lKnExbW,"拆吊顶只是为了看哪漏，如果不是水管问题，拆开也看不到滴水，因为只有楼上洗澡时，才有水滴到吊顶，一两分钟的样子，我已多次确认过他们洗澡就滴水了。为啥非要拆吊顶才知道哪里漏。
他们的防水肯定有问题，难道拆吊顶后他们确定哪里渗水会付我拆装吊顶的费用吗？我这种整体的旧式吊顶拆2块要100，整片拆除估计三四百，然后重新做吊顶和买灯装灯又得千把块吧，我图啥，图为了让她看一眼？
打压测漏可以测出哪个管子漏水，如果测出是下水管我家这段的问题，我会付钱，但目前下水管没有漏，他们正常用水时没有漏水声，我拆开吊顶是自证啥？
她要是愿意测漏，谁的问题谁修，她不想测漏，直接做一下防水（不用砸砖的）可以解决也行。不管测漏还是做一下防水都比我拆吊顶和重做吊顶快，因为拆完吊顶她一样要做防水啊，至少打打胶吧，不然只能楼上一洗澡我就拍门，反正滴水声和拍门声的烦躁程度差不多",,,,,2024-11-21T18:42:32,小米9,63,50,1,,,2024-11-21 18:42:32,True
5103185683549617	,P1kSceTpT,"盘感这东西无法传授的， 我也有不少卖飞的，也有买了被套的，但可能判断准确的时候多，仓位又灵活，就賺钱了。
我这次加仓，要不是哆哆嗦嗦一路跌一路买又哆哆嗦嗦一边涨一边卖，还能多一倍盈利，但我这哆嗦的操作，虽然没法买在最低点卖在最高点，只要上下方向对了就能賺钱，也行
 ",,,,,2024-11-21T16:29:02,小米9,262,46,15,,,2024-11-21 16:29:02,True
5103176065484869	,P1kCGn0RD,"拆吊顶的师傅说我家是旧式吊顶，无法单块拆，整体拆除会破坏边框，恢复不了。建议楼上先打压测漏，找出漏点修复再观察
 ",,,,,2024-11-21T15:50:49,小米9,55,16,1,,,2024-11-21 15:50:49,True
5103165810153233	,P1km90DRv,在等拆吊顶的师傅，赚钱都没这费劲。 ,,,,,2024-11-21T15:10:04,小米9,68,7,0,,,2024-11-21 15:10:04,True
5103163738428959	,P1kiNzmKX,早上减到2成仓在观望。 ,,https://wx3.sinaimg.cn/large/007RdC5Mgy1hvtvdasmuaj308q06iaa3.jpg,,,2024-11-21T15:01:50,小米9,289,59,2,,,2024-11-21 15:01:50,True
5103150002603823	,P1jWEaVn9,砸盘开始了 ,,,,,2024-11-21T14:07:15,小米9,61,18,0,,,2024-11-21 14:07:15,True
5103143509296941	,P1jMaD0yF,"你说巧不巧，昨天联系到楼上邻居后，她说她楼上也曾漏水，把她家泡得很严重。我放弃收购了
 ",,,,,2024-11-21T13:41:27,小米9,102,32,1,,,2024-11-21 13:41:27,True
5103094445116508	,P1iv2lt2k,大家现在都是搞钱过年的心态。 ,,,,,2024-11-21T10:26:29,小米9,158,13,3,,,2024-11-21 10:26:29,True
5103093996061878	,P1iujpqYe,在玩4S的梅花掌 ,,https://wx3.sinaimg.cn/large/007RdC5Mgy1hvtnd1eb52j33342bc7wj.jpg,,,2024-11-21T10:24:42,小米9,36,2,0,,,2024-11-21 10:24:42,True
5103088205566177	,P1ikYnm13,"卖飞了，只剩2成仓了
 ",,,,,2024-11-21T10:01:42,小米9,76,25,2,,,2024-11-21 10:01:42,True
5102935548363940	,P1emKz5Qg,"吵完架精神到现在。不滴水也睡不着
 ",,,,,2024-11-20T23:55:05,小米9,88,16,0,,,2024-11-20 23:55:05,True
5102879457675819	,P1cUhwcPx,"吵了2架，要到了房东微信，她说周六来看看。
男租户很操蛋，说我再大吵大闹就报警，我说你报警啊，他说要物业出具整改书他再修，我说你只是租户不是房东。 ",,,,,2024-11-20T20:12:12,小米9,286,44,2,,,2024-11-20 20:12:12,True
5102859601314015	,P1cog5vPN,又听滴水声，在楼上拍门5分钟，不开门，电视声还开得很大，我一边敲门一边告诉他漏水和哪里漏该打胶不会处理叫房东，全程不开门不理会，我也不怕，反正楼道邻居都听见了，不嫌吵就好。 ,,,,,2024-11-20T18:53:17,小米9,192,45,6,,,2024-11-20 18:53:17,True
5102851244167611	,P1caMhubx,跑着回家等送上门的猫罐头，等了20分钟还没来。 ,,,,,2024-11-20T18:20:06,小米9,38,3,0,,,2024-11-20 18:20:06,True
5102849380321095	,P1c7M1lwX,"昨天做了一次雾化，今天擤不出鼻涕了。
晚上再做一次巩固一下。 ",,"https://wx4.sinaimg.cn/large/007RdC5Mgy1hvsv8xlfnxj32bc3347wk.jpg,https://wx3.sinaimg.cn/large/007RdC5Mly1hvsv8y7e0cj30u01hcgpo.jpg","https://f.video.weibocdn.com/o0/Dg6zKjOPlx08jJQPmUbm01041200d3YX0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732889340&ssig=fWBCw%2BQhl4&KID=unistore,video",,2024-11-20T18:12:41,小米9,67,11,0,,,2024-11-20 18:12:41,True
5102830706496658	,P1bDErg4O,每天经历大A震荡后，我就会遛弯放松。维稳心率。 ,,,,,2024-11-20T16:58:29,小米9,132,12,1,,,2024-11-20 16:58:29,True
5102809952814199	,P1b6bbO6j,最坏的打算是要是楼上漏水严重又不修，就问他房子卖不卖，我买下来重新装修给我妈住，实现楼上楼下电灯电话，真的，就几十万而已，要跟他一点点磨还不如收购了。 ,,,,,2024-11-20T15:36:01,小米9,512,109,4,,,2024-11-20 15:36:01,True
5102801217131125	,P1aS5tV89,新高了，跟老板们汇报一下。 ,,https://wx1.sinaimg.cn/large/007RdC5Mgy1hvspqj2vr0j30u00ag75x.jpg,,,2024-11-20T15:01:18,小米9,1049,200,21,,,2024-11-20 15:01:18,True
5102797316165810	,P1aLNpS0y,出货告一段落，减到3成5仓了。賺钱的出了，没赚的还留着。等啥时候砸盘再说。 ,,,,,2024-11-20T14:45:48,小米9,119,12,0,,,2024-11-20 14:45:48,True
5102790720620442	,P1aBa2Bp8,我的优点是认真吧，搞啥都想搞好，其实我也不想那么好，认真会累。但是搞又没法不认真。像大A，一賺钱就觉得自己会了，然后就想越来越会。 ,,,,,2024-11-20T14:19:36,小米9,219,21,1,,,2024-11-20 14:19:36,True
5102788008221684	,P1awMyuPO,我真是除了賺钱，啥都不会。 ,,,,,2024-11-20T14:08:49,小米9,464,92,8,,,2024-11-20 14:08:49,True
5102782417211229	,P1anLufY9,减到4成仓了。 ,,,,,2024-11-20T13:46:36,小米9,70,12,0,,,2024-11-20 13:46:36,True
